,货币资金,交易性金融资产,衍生金融资产,应收票据,应收账款,预付款项,应收利息,应收股利,其他应收款,买入返售金融资产,存货,划分为持有待售的资产,一年内到期的非流动资产,待摊费用,待处理流动资产损益,其他流动资产,流动资产合计,发放贷款及垫款,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产净额,在建工程,工程物资,固定资产清理,生产性生物资产,公益性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,交易性金融负债,应付票据,应付账款,预收款项,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,预提费用,一年内的递延收益,应付短期债券,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,长期应付职工薪酬,专项应付款,预计非流动负债,递延所得税负债,长期递延收益,其他非流动负债,非流动负债合计,负债合计,实收资本(或股本),资本公积,减：库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未分配利润,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,stock_code
2010-06-30,"58,226.53","1,859.37",--,932.40,"136,583.50","26,398.39",--,--,"11,140.13",--,"111,852.32",--,--,--,--,--,"346,992.65",--,--,--,--,"5,561.29",--,"72,952.91","25,888.48",19.15,--,--,--,--,"14,396.57",--,--,--,"3,549.08",439.20,"122,806.69","469,799.34","160,950.03",--,"7,500.00","47,426.88","42,401.02",--,"4,591.07","-3,564.04",--,--,"16,870.93",--,--,--,368.00,--,"276,543.90",--,--,--,--,"2,094.00",--,--,--,920.00,"3,014.00","279,557.90","32,080.30","57,621.02",--,--,--,"6,277.29",--,"75,840.38","171,818.99","18,422.45","190,241.44","469,799.34",600522
2010-03-31,"59,931.45","6,143.45",--,"1,078.24","107,312.44","13,892.06",--,--,"10,118.51",--,"116,653.40",--,--,--,--,--,"315,129.55",--,--,--,--,"5,561.29",--,"62,769.28","9,574.19",7.84,--,--,--,--,"5,911.83",--,--,21.12,"2,915.82",441.64,"87,203.01","402,332.56","104,644.53",--,"8,000.00","32,795.45","37,014.11",--,"3,614.28",743.48,28.11,--,"16,484.15",--,--,--,353.00,--,"203,677.11","3,500.00",--,--,--,"1,474.00",--,635.53,--,"1,119.00","6,728.53","210,405.64","32,080.30","63,630.60",--,--,--,"6,277.29",--,"72,123.76","174,111.95","17,814.96","191,926.91","402,332.56",600522
2011-12-31,"110,088.85","4,202.94",--,"2,709.96","166,938.06","10,126.04",--,110.23,"9,067.52",--,"123,915.98",--,--,--,--,"1,755.04","428,914.61",--,"69,854.40",--,--,"1,601.29","1,951.66","165,153.08","2,361.79",247.03,--,--,--,--,"16,255.71",--,--,219.52,"3,837.01",424.56,"261,906.06","690,820.67","108,436.52",--,99.16,"62,840.44","14,833.93",--,"4,732.28","-15,804.09",--,--,"16,371.43",--,--,--,"20,738.00",--,"212,247.67",--,--,--,--,"2,214.00",--,"16,478.02",--,"3,328.00","22,020.02","234,267.69","39,139.12","257,025.53",--,--,--,"13,676.22",--,"124,694.24","434,535.11","22,017.88","456,552.98","690,820.67",600522
2011-09-30,"102,695.90","4,135.43",--,"1,786.40","155,196.02","14,328.80",--,--,"9,408.34",--,"127,900.84",--,--,--,--,"1,989.16","417,440.91",--,"73,332.00",--,--,"1,601.29","1,992.79","110,157.07","50,973.53",308.85,--,--,--,--,"16,415.86",--,--,29.35,"3,688.28",427.00,"258,926.03","676,366.94","93,180.56",--,"4,300.00","66,443.58","17,416.65",--,"5,446.45","-15,491.34",147.28,--,"11,591.44",--,--,--,353.00,872.36,"184,259.98","20,000.00",--,--,--,"2,157.00",--,"17,364.72",--,471.25,"39,992.97","224,252.95","39,139.12","258,952.05",--,--,--,"10,133.30",--,"122,536.60","430,761.07","21,352.92","452,114.00","676,366.94",600522
2011-06-30,"50,416.11","3,493.42",--,"1,458.50","181,643.91","14,005.22",--,--,"5,477.98",--,"104,545.37",--,--,--,--,"2,320.81","363,361.33",--,"69,768.00",--,--,"1,601.29","2,022.30","108,442.75","43,436.60",701.19,--,--,--,--,"16,608.05",--,--,31.71,"3,528.70",429.44,"246,570.02","609,931.35","145,391.40",--,"1,200.00","68,215.64","12,263.15",--,"4,403.72","-9,327.39",157.77,--,"25,075.82",--,--,--,353.00,--,"247,733.12","61,780.18",--,--,--,"4,357.00",--,"16,502.12",--,559.50,"83,198.80","330,931.92","32,080.30","102,555.09",--,--,--,"10,133.30",--,"113,114.95","257,883.65","21,115.78","278,999.43","609,931.35",600522
2011-03-31,"55,037.82",--,--,"1,330.48","149,665.64","22,077.04",--,--,"6,407.34",--,"102,631.33",--,--,--,--,--,"337,149.65",--,"84,240.00",--,--,"1,601.29","1,261.86","96,462.77","39,841.38",437.14,--,--,--,--,"14,020.18",--,--,--,"3,732.02",431.88,"242,028.53","579,178.18","126,737.63",--,"1,200.00","58,600.22","10,200.58",--,"3,627.97","-2,223.56",114.33,--,"16,986.09",--,--,--,368.00,90.33,"215,701.60","61,080.18",--,--,--,"2,034.00",--,"20,070.00",--,675.30,"83,859.48","299,561.08","32,080.30","111,968.15",--,--,--,"10,133.30",--,"103,520.28","257,702.04","21,915.06","279,617.10","579,178.18",600522
2012-12-31,"120,279.62",--,--,"7,023.57","206,475.49","9,910.65",30.17,--,"8,169.15",--,"150,788.31",--,--,--,--,"22,638.36","525,315.32",--,"41,925.60",--,--,672.21,"1,833.68","172,774.13","10,644.10",87.58,--,--,--,--,"28,998.15",--,--,90.41,"4,226.22",835.09,"262,087.17","787,402.48","101,129.89",261.49,400.00,"59,012.85","24,517.50",--,"5,791.46","4,268.12","2,340.14",--,"12,989.21",--,--,--,"1,004.36","80,000.00","291,715.01",700.00,--,--,--,"3,949.57",--,"9,491.40",--,"4,720.88","18,861.85","310,576.86","70,450.42","207,056.89",--,--,--,"17,409.18",--,"155,254.40","450,136.80","26,688.82","476,825.62","787,402.48",600522
2012-09-30,"103,054.53",--,--,"1,330.39","211,530.60","19,846.61",292.10,--,"9,239.16",--,"153,462.80",--,--,--,--,"5,868.11","504,624.30",--,"38,404.80",--,--,"1,601.29","1,819.65","165,188.13","12,468.62",12.37,--,--,--,--,"21,865.81",--,--,620.08,"4,722.83",417.24,"247,120.83","751,745.13","107,967.16","80,982.92",--,"57,612.34","25,316.46",--,"7,997.07","-13,675.85",191.81,--,"9,195.80",--,--,--,369.67,--,"275,957.39",700.00,--,--,--,"3,022.40",--,"8,611.20",--,"4,007.51","16,341.11","292,298.50","70,450.42","204,488.54",--,--,--,"13,676.22",--,"145,956.61","434,592.02","24,854.61","459,446.63","751,745.13",600522
2012-06-30,"123,444.15",--,--,"3,436.30","207,598.43","22,458.27",275.33,--,"9,710.87",--,"138,730.46",--,--,--,--,"3,029.09","508,682.91",--,"48,384.00",--,--,"1,601.29","1,863.65","160,223.01","9,022.60",7.64,--,--,--,--,"20,781.29",--,--,288.17,"4,495.29",419.68,"247,086.62","755,769.54","164,944.49","20,163.89",750.00,"63,259.00","27,751.94",--,"6,010.04","-10,339.14",106.50,--,"9,020.99",--,--,--,353.00,451.75,"282,472.46",700.00,--,--,--,"3,308.20",--,"11,106.00",--,"3,336.50","18,450.70","300,923.16","70,450.42","210,911.76",--,--,--,"13,676.22",--,"135,889.87","430,925.29","23,921.09","454,846.38","755,769.54",600522
2012-03-31,"90,031.92","6,772.28",--,"2,532.33","183,989.73","14,925.69",--,--,"6,980.68",--,"136,367.17",--,--,--,--,--,"441,599.79",--,"56,203.20",--,--,"1,601.29","1,910.53","163,111.15","4,609.55",171.86,--,--,--,--,"17,531.57",--,--,250.57,"3,863.89",422.12,"249,675.73","691,275.52","108,968.00",--,960.00,"65,859.25","21,072.57",--,"4,774.55","-14,906.78",288.81,--,"11,312.45",--,--,--,"20,173.00",--,"218,501.84",--,--,--,--,"2,154.00",--,"13,065.22",--,"3,152.25","18,371.47","236,873.31","39,139.12","247,810.97",--,--,--,"13,676.22",--,"132,317.92","432,944.23","21,457.98","454,402.22","691,275.52",600522
2013-12-31,"89,558.60",--,--,"10,140.52","268,466.79","11,533.93",--,--,"8,274.06",--,"145,565.92",--,--,--,--,"35,144.43","568,684.26",--,"74,179.46",--,--,"3,964.20","1,885.60","202,092.37","14,515.46",26.29,--,--,--,--,"26,896.80",--,--,73.58,"5,051.78","1,156.06","329,841.60","898,525.86","180,494.75",237.98,--,"102,414.74","14,273.76",--,"6,267.37","4,430.79",436.99,503.94,"10,454.52",--,--,--,636.36,--,"320,151.20",700.00,--,--,--,"2,304.20",--,"17,631.41",--,"5,904.52","26,540.13","346,691.33","70,450.42","229,034.91",--,--,--,"21,377.35",--,"203,939.72","524,243.91","27,590.62","551,834.53","898,525.86",600522
2013-09-30,"81,546.53",--,--,"7,747.27","272,857.80","19,470.44",--,--,"10,548.41",--,"150,876.14",--,--,--,--,"23,725.83","566,772.42",--,"56,501.55",--,--,672.21,"1,728.18","164,641.34","42,795.34",965.87,--,--,--,--,"28,964.18",--,--,139.37,"4,802.13",407.48,"301,617.64","868,390.06","181,683.38",--,"3,589.49","79,844.88","25,401.81",--,"8,402.75","7,748.75",464.79,503.94,"7,102.58",--,--,--,796.43,38.10,"315,576.92",700.00,--,--,--,"5,377.57",--,"13,211.93",--,"4,292.41","23,581.91","339,158.83","70,450.42","217,102.32",--,--,--,"17,409.18",--,"195,138.96","499,540.82","29,690.41","529,231.23","868,390.06",600522
2013-06-30,"74,473.45",--,--,"3,434.36","268,521.82","15,263.89",--,--,"9,667.19",--,"143,765.82",--,--,--,--,"20,986.48","536,113.00",--,"54,259.20",--,--,672.21,"1,763.35","165,956.68","32,095.39",504.74,--,--,--,--,"29,023.30",--,--,76.78,"4,373.80",409.92,"289,135.38","825,248.37","114,884.81",--,"2,745.38","74,319.50","15,933.74",--,"7,009.92","5,343.62","3,381.74",--,"8,109.20",--,--,--,785.61,"60,882.03","293,395.55",700.00,--,--,--,"4,229.88",--,"12,574.80",--,"4,449.32","21,954.00","315,349.55","70,450.42","215,382.07",--,--,--,"17,409.18",--,"178,125.43","480,973.42","28,925.40","509,898.83","825,248.37",600522
2013-03-31,"88,920.29",--,--,"5,615.64","229,191.40","17,320.47",20.33,--,"10,603.38",--,"151,678.21",--,--,--,--,"18,521.22","521,870.94",--,"42,919.20",--,--,672.21,"1,798.51","168,133.37","17,870.27",23.66,--,--,--,--,"28,778.61",--,--,90.15,"4,382.74",832.65,"265,501.38","787,372.32","94,188.70",441.44,500.00,"60,345.38","24,296.84",--,"4,827.53","5,430.98","3,598.62",--,"7,311.29",--,--,--,"1,006.52","80,000.00","281,947.28",700.00,--,--,--,"4,492.33",--,"9,739.80",--,"4,720.88","19,653.01","301,600.29","70,450.42","207,802.09",--,--,--,"17,409.18",--,"163,081.37","458,693.64","27,078.39","485,772.03","787,372.32",600522
2014-12-31,"206,182.31",--,9.37,"9,884.28","329,334.06","13,340.16",--,--,"11,787.89",--,"201,828.63",--,--,--,--,"52,935.81","825,302.52",--,"61,540.29",--,--,"3,635.05","1,751.58","222,113.24","20,656.65","3,341.83",--,--,--,--,"31,077.25",--,--,61.82,"6,680.94","3,755.96","354,614.62","1,179,917.13","109,919.39",--,"36,365.19","111,327.81","23,504.64",--,"11,191.91","3,011.23",823.75,--,"1,334.92",--,--,--,"1,874.26","20,000.00","321,009.36","21,007.22",--,--,--,"3,216.00",--,"14,468.61","7,676.74",--,"46,368.57","367,377.93","86,276.75","386,405.77",--,"38,312.62",--,"25,586.55",--,"249,240.29","785,821.98","26,717.22","812,539.20","1,179,917.13",600522
2014-09-30,"301,918.88",--,--,"10,873.41","342,337.01","34,700.49",--,--,"12,169.94",--,"146,959.54",--,--,--,--,"23,406.92","872,366.19",--,"69,643.73",--,--,"3,660.97","1,785.09","207,395.16","21,797.63",209.37,--,--,--,--,"30,045.80",--,--,125.17,"5,521.62","1,148.74","341,333.28","1,213,699.47","177,025.28",178.82,"19,833.96","95,280.46","25,077.45",--,"8,754.52","5,928.59",523.40,779.13,"3,387.89",--,--,--,"1,336.36","20,000.00","358,105.86","20,988.88",--,--,--,"3,071.79",--,"15,895.43",--,"6,679.56","46,635.65","404,741.51","86,276.75","429,323.42",--,--,--,"21,377.35",--,"245,528.19","782,000.65","26,957.31","808,957.96","1,213,699.47",600522
2014-06-30,"98,930.25",160.95,--,"7,598.44","343,937.06","21,271.46",--,--,"11,694.70",--,"132,361.20",--,--,--,--,"20,582.74","636,536.82",--,"57,003.03",--,--,"3,587.41","1,823.26","207,632.44","16,010.48",172.21,--,--,--,--,"30,381.53",--,--,59.56,"5,752.28","1,151.18","323,573.38","960,110.19","192,899.26",--,"15,668.73","99,161.67","16,627.95",--,"8,345.40","9,936.32",415.96,660.00,"3,355.41",--,--,--,"1,336.36",--,"348,407.06","20,000.00",--,--,--,"2,740.20",--,"13,375.69",--,"6,816.06","42,931.95","391,339.01","70,450.42","217,426.39",--,--,--,"21,377.35",--,"233,174.44","542,054.38","26,716.81","568,771.18","960,110.19",600522
2014-03-31,"63,093.09",--,--,"3,566.65","298,129.92","18,058.47",--,--,"11,768.25",--,"134,112.76",--,--,--,--,"17,786.90","546,516.05",--,"54,843.20",--,--,"4,104.75","1,852.09","210,067.01","10,729.84",84.63,--,--,--,--,"26,617.49",--,--,86.16,"5,388.66","1,153.62","314,927.46","861,443.51","145,720.42","1,274.93","7,583.55","100,096.32","15,176.29",--,"5,644.59","8,777.03",278.52,660.00,"4,739.51",--,--,--,"1,336.36",--,"291,287.51",--,--,--,--,"3,627.67",--,"12,878.47",--,"5,740.19","22,246.32","313,533.84","70,450.42","216,201.97",--,--,--,"21,377.35",--,"214,754.56","522,415.56","25,494.11","547,909.67","861,443.51",600522
2015-12-31,"324,231.95",--,"4,087.63","13,093.36","389,630.22","18,462.82",--,--,"16,238.78",--,"262,072.83",--,--,--,--,"37,250.08","1,065,067.67",--,"91,144.06",--,"6,332.53","4,107.80","1,617.57","305,946.83","41,421.73",19.05,--,--,--,--,"39,078.24",--,518.22,744.05,"9,206.56","5,022.38","505,159.01","1,570,226.68","106,227.44",--,"65,839.17","180,569.30","29,499.88",--,"20,930.94","9,422.18",789.84,--,"11,824.84",--,--,--,"2,595.63","40,000.00","467,749.87","26,067.92",--,--,--,"5,164.30",--,"22,518.87","9,765.02",--,"63,516.11","531,265.98","104,430.84","502,504.85",--,"65,233.50",--,"31,683.96",--,"320,905.36","1,024,758.51","14,202.19","1,038,960.70","1,570,226.68",600522
2015-09-30,"163,806.64",--,--,"15,253.54","374,558.01","41,039.67",--,--,"18,069.50",--,"253,793.98",--,--,--,--,"33,473.18","899,994.51",--,"46,608.79",--,--,"4,331.12","1,670.57","243,834.49","39,999.17",33.32,--,--,--,--,"31,563.08",--,--,270.83,"6,998.22",949.49,"376,259.07","1,276,253.59","109,980.35",--,"58,389.97","141,068.63","32,826.42",--,"8,580.05","5,888.68",335.95,32.91,"8,415.27",--,--,--,"1,174.26","20,000.00","388,837.26","21,032.75",--,--,--,"4,337.33",--,"10,865.71","8,523.72",--,"44,759.51","433,596.77","86,276.75","387,278.77",--,"28,383.25",--,"25,586.55",--,"294,630.75","822,156.07","20,500.75","842,656.82","1,276,253.59",600522
2015-06-30,"164,027.31",--,134.71,"14,088.02","368,078.78","53,030.46",--,--,"17,032.79",--,"226,678.42",--,--,--,--,"36,521.21","879,591.69",--,"67,398.21",--,--,"4,029.51","1,684.58","233,701.00","27,562.71",31.55,--,--,--,--,"31,364.64",--,--,260.48,"6,586.37","2,288.15","374,907.20","1,254,498.90","92,240.25",--,"47,136.41","142,748.33","36,523.35",--,"6,690.50","6,273.48","1,325.75",71.91,"7,275.99",--,--,--,"1,174.26","20,000.00","362,332.82","21,006.73",--,--,--,"3,323.50",--,"16,065.63","8,649.40",--,"49,045.25","411,378.07","86,276.75","387,045.09",--,"42,426.78",--,"25,586.55",--,"278,035.65","819,370.81","23,750.01","843,120.83","1,254,498.90",600522
2015-03-31,"201,321.13",--,679.99,"10,838.69","348,463.24","25,364.44",--,--,"14,783.88",--,"180,912.89",--,--,--,--,"29,385.36","811,749.63",--,"68,102.71",--,--,"3,811.12","1,718.08","234,442.89","17,261.48",41.96,--,--,--,--,"31,751.05",--,--,262.40,"6,777.31","2,157.36","366,326.35","1,178,075.98","99,791.53",--,"32,584.37","102,065.73","25,492.27",--,"5,850.63","6,057.24","1,091.84",--,"4,896.25",--,--,--,"1,174.26","20,000.00","299,151.44","20,995.73",--,--,--,"3,271.50",--,"16,220.07","7,443.32",--,"47,930.62","347,082.06","86,276.75","386,405.77",--,"42,772.12",--,"25,586.55",--,"262,853.08","803,894.27","27,099.65","830,993.92","1,178,075.98",600522
2016-12-31,"366,624.31",--,"4,505.78","26,205.22","532,336.17","31,821.65",--,--,"20,127.44",--,"305,168.43",--,"7,197.29",--,--,"52,849.79","1,346,836.07",--,"117,307.33",--,--,"6,956.37","1,483.56","433,447.14","61,985.63","3,509.66",--,--,--,--,"52,655.07",--,518.22,"1,329.87","11,470.60","7,753.53","698,417.00","2,045,253.07","162,679.26",--,"138,969.82","264,473.56","46,666.20",--,"21,945.91","13,942.98","1,752.05",--,"8,537.76",--,--,--,"26,789.61","90,000.00","775,860.88","1,552.95",--,"10,000.00",--,"10,639.26",--,"27,343.93","10,552.92",--,"60,089.06","835,949.94","261,077.11","377,187.84",--,"86,292.73",--,"39,131.57",--,"430,490.24","1,194,179.48","15,123.64","1,209,303.12","2,045,253.07",600522
2016-09-30,"317,862.27",--,"1,336.95","17,485.37","506,637.10","63,366.62",--,--,"26,909.84",--,"370,555.63",--,--,--,--,"36,146.58","1,340,300.35",--,"124,138.34",--,"6,813.97","7,721.78","1,523.56","377,003.91","67,560.15","3,662.38",--,--,--,--,"51,135.03",--,518.22,"1,215.34","11,100.25","6,013.70","658,406.62","1,998,706.97","157,893.07",--,"121,690.56","253,343.58","68,906.65",--,"21,047.47","13,300.50","1,063.44",--,"17,406.97",--,--,--,"1,541.96","90,000.00","746,208.66","26,290.78",--,"10,000.00",--,"5,545.81",--,"28,507.11","11,243.44",--,"81,587.14","827,795.80","261,077.11","377,187.84",--,"93,614.58",--,"31,683.96",--,"393,631.82","1,157,195.31","13,715.86","1,170,911.17","1,998,706.97",600522
2016-06-30,"337,190.64",--,"4,495.74","14,796.05","493,219.41","49,165.37",--,--,"23,853.64",--,"311,285.83",--,--,--,--,"35,737.19","1,269,743.88",--,"82,531.39",--,"6,674.48","6,872.89","1,544.07","342,082.08","66,409.22",4.98,--,--,--,--,"50,942.64",--,518.22,"1,238.27","10,592.76","4,953.14","574,364.15","1,844,108.03","132,919.27",--,"103,120.61","220,383.14","79,185.64",--,"15,947.50","14,163.31","1,712.90",--,"17,726.49",--,--,--,"1,541.96","90,000.00","676,722.04","26,254.01",--,"10,000.00",--,"5,600.56",--,"20,433.32","9,849.24",--,"72,137.14","748,859.18","261,077.11","377,187.84",--,"60,446.71",--,"31,683.96",--,"351,900.58","1,082,296.19","12,952.66","1,095,248.85","1,844,108.03",600522
2016-03-31,"246,020.43",--,"6,108.34","16,523.08","452,729.86","59,523.85",1.19,--,"31,618.09",--,"288,892.88",--,--,--,--,"35,732.92","1,137,150.64",--,"84,095.25",--,"6,332.53","6,688.56","1,577.57","331,040.33","37,679.62",90.28,--,--,--,--,"39,066.45",--,518.22,780.58,"10,134.49","3,901.13","521,905.01","1,659,055.65","104,708.57",--,"75,019.49","188,426.08","43,741.45",--,"12,464.51","12,700.16",837.33,--,"16,159.23",--,--,--,"2,608.67","40,000.00","496,700.16","46,086.83",--,"10,000.00",--,"5,453.56",--,"21,250.42","10,758.22",--,"93,549.03","590,249.19","104,430.84","502,504.85",--,"60,246.67",--,"31,683.96",--,"352,440.91","1,051,307.23","17,499.24","1,068,806.46","1,659,055.65",600522
