,货币资金,交易性金融资产,衍生金融资产,应收票据,应收账款,预付款项,应收利息,应收股利,其他应收款,买入返售金融资产,存货,划分为持有待售的资产,一年内到期的非流动资产,待摊费用,待处理流动资产损益,其他流动资产,流动资产合计,发放贷款及垫款,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产净额,在建工程,工程物资,固定资产清理,生产性生物资产,公益性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,交易性金融负债,应付票据,应付账款,预收款项,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,预提费用,一年内的递延收益,应付短期债券,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,长期应付职工薪酬,专项应付款,预计非流动负债,递延所得税负债,长期递延收益,其他非流动负债,非流动负债合计,负债合计,实收资本(或股本),资本公积,减：库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未分配利润,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,stock_code
2010-06-30,"1,207,886.82","45,330.38",--,"1,101,670.08","1,131,302.44","352,543.70",--,"9,955.97","176,641.70",--,"980,208.16",--,--,--,--,"22,687.33","5,028,226.60",--,103.17,--,6.12,"174,813.16","35,378.33","876,582.30","117,885.32",--,"1,791.00",--,--,--,"213,736.26",187.52,"231,201.86","26,751.32","154,336.70",--,"1,832,773.05","6,860,999.65","264,624.07",--,"1,053,302.85","1,333,617.99","381,981.87",--,"65,235.47","146,880.32",--,"13,422.03","53,112.80",--,--,"200,000.00","4,750.00","897,182.27","4,414,109.67","271,881.19","202,441.63",--,--,--,"5,519.93","8,491.71",--,"11,120.81","499,455.28","4,913,564.95","100,000.00","173,764.70",--,--,--,"3,111.23",--,"649,389.34","928,749.92","1,018,684.78","1,947,434.69","6,860,999.65",000333
2010-03-31,"741,060.20","50,930.16",--,"865,633.42","993,058.48","378,799.21",--,--,"231,422.55",--,"1,210,951.71",--,--,--,--,"40,864.68","4,512,720.42",--,114.23,--,"8,686.15","190,074.84","35,885.32","857,931.14","77,544.91",--,"1,789.89",--,--,--,"212,968.09",149.83,"231,201.86","24,608.52",--,--,"1,775,424.68","6,288,145.10","218,211.89","1,762.71","752,254.81","1,543,254.03","405,504.09",--,"57,232.15","97,937.48",155.19,"1,011.32","55,547.37",--,--,"200,000.00","18,650.00","736,592.11","4,088,113.15","265,000.54","150,248.63","5,543.53",--,--,"5,090.96","10,590.59",--,"6,246.84","442,721.09","4,530,834.24","100,000.00","173,956.43",--,--,--,"2,191.37",--,"528,340.73","808,171.80","949,139.06","1,757,310.86","6,288,145.10",000333
2011-12-31,"1,274,640.32","19,543.08",--,"1,026,594.59","1,007,128.62","307,879.22",--,--,"251,831.58",--,"1,634,329.61",--,--,--,--,"307,557.65","6,220,179.07","94,129.60",81.70,--,--,"176,774.96","11,844.93","1,748,993.12","297,875.23",--,"1,784.93",--,--,--,"320,127.50",--,"344,324.06","67,956.34","72,244.53",--,"3,042,007.28","9,262,186.35","605,313.74",484.95,"1,047,754.34","1,769,812.72","603,207.31",--,"108,556.32","106,331.85","21,664.74",323.07,"164,272.49",--,--,--,"77,522.17","964,701.04","5,469,944.73","312,950.73","447,847.93",--,--,--,"2,184.45","4,416.42",--,"7,266.76","774,666.28","6,244,611.02","100,000.00","245,800.46",--,--,--,"26,155.85",--,"902,747.99","1,252,546.39","1,765,028.94","3,017,575.33","9,262,186.35",000333
2011-09-30,"1,647,935.92","23,924.69",--,"2,053,863.03","1,164,550.52","709,175.62",--,"9,666.48","212,761.21",--,"2,043,859.87",--,195.05,--,--,"40,555.94","7,906,488.33",--,443.58,--,21.55,"164,028.95","50,793.88","1,366,611.29","291,437.03",--,"1,784.92",--,--,--,"258,861.63",353.02,"237,020.42","59,328.35","64,540.99",--,"2,495,225.62","10,401,713.95","690,896.51","1,615.24","2,029,434.04","1,719,663.01","463,701.56",--,"78,911.92","-9,622.08",673.93,"6,592.70","231,527.16",--,--,"200,000.00","145,056.37","889,819.06","6,448,269.40","549,256.19","464,819.69",--,--,--,"2,890.88","6,666.82",--,"10,324.76","1,033,958.34","7,482,227.74","100,000.00","326,138.54",--,--,--,"26,155.85",--,"831,234.56","1,283,416.27","1,636,069.94","2,919,486.21","10,401,713.95",000333
2011-06-30,"1,399,987.06","16,260.39",--,"1,857,486.92","1,442,039.26","615,164.76",--,"9,649.16","277,109.18",--,"1,840,291.56",--,195.05,--,--,"43,693.45","7,501,876.80",--,102.01,--,21.96,"170,159.97","51,717.47","1,298,023.68","243,080.07",--,"1,780.67",--,--,--,"257,884.31",623.53,"236,644.59","56,136.69","62,777.13",--,"2,378,952.06","9,880,828.87","620,014.89","1,652.81","1,892,192.00","1,942,083.62","415,438.28",--,"81,268.88","18,474.32",476.70,"16,912.67","135,013.03",--,--,"200,000.00","208,522.57","880,279.42","6,412,329.20","186,396.54","459,294.58",--,--,--,"3,355.21","4,992.35",--,"8,277.50","662,316.17","7,074,645.38","100,000.00","328,714.59",--,--,--,"26,155.85",--,"786,680.72","1,248,952.35","1,557,231.14","2,806,183.49","9,880,828.87",000333
2011-03-31,"1,499,676.28","22,612.01",--,"1,888,804.68","1,153,613.74","685,873.78",--,"8,390.45","243,186.78",--,"1,828,276.28",--,195.05,--,--,"41,063.06","7,371,692.11",--,104.84,--,22.15,"220,125.12","53,080.07","1,221,993.18","191,203.23",--,"1,785.03",--,--,--,"243,199.90",380.10,"236,673.29","50,514.01","130,554.63",--,"2,349,635.56","9,721,327.67","650,995.67",700.07,"1,248,084.72","2,372,941.07","514,164.12",--,"77,536.69","87,016.33",361.56,"5,578.88","144,154.46",--,--,"200,000.00","20,000.00","848,521.00","6,170,054.57","270,658.05","456,124.52",--,--,--,"2,654.47","5,521.04",--,"8,476.01","743,434.09","6,913,488.66","100,000.00","341,828.14",--,--,--,"12,592.73",--,"820,396.27","1,279,117.02","1,528,722.00","2,807,839.01","9,721,327.67",000333
2012-12-31,"1,343,550.91","23,154.99",--,"1,238,642.48","986,457.36","180,248.22",--,--,"112,134.56",--,"1,335,000.09",--,--,--,--,"212,925.49","5,556,219.08","40,950.74",77.63,--,--,"170,977.17","8,438.80","2,025,252.89","160,069.61",--,--,--,--,--,"367,219.09",--,"347,302.86","58,874.23","79,221.34",--,"3,217,433.62","8,773,652.70","508,208.71","2,207.31","924,338.67","1,577,359.62","357,015.28",--,"133,010.32","91,764.46","19,013.76","7,291.34","246,931.85",--,--,--,"394,482.83","819,329.77","5,081,016.39","238,847.40","114,925.06",--,--,"1,259.46","2,461.12","8,615.78","8,615.78","9,978.97","376,087.78","5,457,104.16","100,000.00","303,731.20",--,--,--,"6,643.91",--,"1,049,063.64","1,431,353.09","1,885,195.45","3,316,548.53","8,773,652.70",000333
2012-09-30,"1,771,361.66","3,981.12",--,"1,485,380.64","1,432,542.60","272,358.37",--,--,"144,115.70",--,"1,071,180.35",--,--,--,--,"66,337.53","6,535,665.65","194,876.08","5,029.05",--,--,"177,545.63","8,826.53","1,943,215.90","222,347.86",--,"1,784.93",--,--,--,"361,303.47",--,"350,141.50","60,140.31","87,261.85","2,336.58","3,219,933.60","9,755,599.25","865,050.66","1,154.06","1,145,368.91","1,708,549.06","298,029.78",--,"90,169.91","12,287.34","26,584.56","14,336.14","479,865.77",--,--,--,"251,817.35","1,071,572.81","5,964,786.35","291,650.94","264,324.38",225.30,--,--,"3,313.77","5,247.12",--,"10,676.56","575,438.06","6,540,224.41","100,000.00","284,582.86",--,--,--,--,--,"1,018,190.45","1,379,239.10","1,836,135.75","3,215,374.84","9,755,599.25",000333
2012-06-30,"1,687,528.19","6,459.59",--,"1,392,638.80","1,605,099.86","241,558.47",--,--,"118,888.31",--,"1,139,032.49",--,--,--,--,"71,519.60","6,615,268.08","330,352.50","6,048.62",--,--,"174,775.30","9,708.90","1,847,596.46","302,779.51",--,"1,784.93",--,--,--,"351,490.38",--,"335,818.68","63,583.78","82,891.88","1,473.66","3,177,952.08","9,793,220.15","980,665.26",293.04,"1,334,358.82","1,775,548.06","317,272.30",--,"76,635.64","-49,392.61","16,818.24","24,257.28","496,857.99",--,--,--,"36,381.27","1,028,196.94","6,037,892.22","249,370.79","448,523.86",224.72,--,--,"1,969.89","2,995.93",--,"7,527.76","710,612.95","6,748,505.17","100,000.00","242,335.51",--,--,--,"24,024.67",--,"955,212.36","1,291,304.15","1,753,410.83","3,044,714.98","9,793,220.15",000333
2012-03-31,"1,044,661.08","16,740.36",--,"1,663,404.45","1,194,680.89","325,712.56",--,--,"201,880.05",--,"1,547,894.91",--,--,--,--,"90,486.32","6,327,715.94","195,007.32","2,410.22",--,21.14,"177,002.80","10,648.33","1,806,495.10","324,105.43",--,"1,584.67",--,--,--,"333,717.27",253.75,"335,783.54","66,363.77","90,911.83",962.01,"3,150,259.85","9,477,975.79","882,510.20",230.08,"1,014,935.81","1,905,308.66","787,985.30",--,"80,323.53","-83,900.50",559.67,58.87,"225,856.47",--,--,--,"75,625.00","855,182.25","5,744,675.34","293,966.51","439,934.22",695.39,--,--,"1,935.40","3,798.81",--,"12,071.21","752,401.53","6,497,076.87","100,000.00","242,758.83",--,--,--,"24,024.67",--,"843,113.24","1,185,208.53","1,795,690.39","2,980,898.92","9,477,975.79",000333
2013-12-31,"1,649,731.53","75,956.52",--,"1,415,053.22","792,843.83","243,242.05",--,"2,586.38","102,539.52",--,"1,519,772.38",--,--,--,--,"46,310.77","6,532,673.20","510,008.57",106.86,--,--,"175,579.81","20,583.47","1,957,216.13","61,260.13",--,--,--,--,--,"332,573.84",--,"293,100.36","64,788.23","256,720.45",--,"3,161,929.28","9,694,602.48","887,217.40","1,126.02","630,847.85","1,750,809.97","498,334.63",--,"196,883.77","102,801.51","6,982.39","9,404.62","148,778.10",--,--,--,"161,737.02","1,260,838.00","5,664,738.17","71,146.46","15,271.66",--,--,"5,207.40","3,346.62","12,379.76",--,"14,456.18","121,808.08","5,786,546.25","168,632.34","1,562,079.08",--,--,--,"56,954.43",--,"1,530,498.92","3,284,743.10","623,313.12","3,908,056.23","9,694,602.48",000333
2013-09-30,"1,787,595.83","60,917.77",--,"1,526,885.67","1,066,571.99","237,575.60",--,"2,575.33","173,274.92",--,"976,126.11",--,--,--,--,"175,852.74","6,543,154.61","398,866.67",79.04,--,--,"170,128.53","6,363.05","1,921,216.81","141,792.33",--,--,--,--,--,"353,223.99",--,"340,131.03","54,074.72","229,118.03",--,"3,216,127.54","9,759,282.15","1,112,770.65","1,169.91","644,122.26","1,649,316.66","433,121.72",--,"137,317.56","195,954.51","15,617.32","17,747.45","163,940.96",--,--,--,"335,161.53","1,106,851.37","5,843,097.29","75,357.15","16,064.13",--,--,207.40,"2,687.68","14,442.32",--,"8,073.06","116,831.75","5,959,929.03","168,632.34","1,599,413.91",--,--,--,"6,643.91",--,"1,450,867.08","3,195,175.09","604,178.04","3,799,353.12","9,759,282.15",000333
2013-06-30,"1,792,127.07","54,047.89",--,"1,338,630.61","1,254,084.42","196,287.33",--,"2,560.36","107,686.10",--,"878,752.49",--,--,--,--,"215,436.76","6,217,322.34","266,592.05",73.16,--,--,"168,587.88","8,086.58","1,958,509.38","154,862.06",--,--,--,--,--,"350,992.70",--,"347,302.86","54,709.65","196,758.27",--,"3,239,882.53","9,457,204.87","1,144,492.78",722.77,"820,581.85","1,593,097.63","272,437.28",--,"106,204.15","179,067.33","13,355.89","30,120.66","167,742.22",--,--,--,"328,843.24","998,347.80","5,665,478.48","140,019.94","15,790.38",--,--,254.90,"2,758.40","10,808.84",--,"11,634.23","181,266.68","5,846,745.16","100,000.00","301,838.04",--,--,--,"6,643.91",--,"1,313,747.10","1,690,972.50","1,919,487.21","3,610,459.71","9,457,204.87",000333
2013-03-31,"1,753,296.57","35,558.79",--,"1,497,595.48","1,439,016.22","252,110.37",--,"2,617.61","120,573.61",--,"1,213,974.48",--,--,--,--,"169,042.64","6,731,875.23","152,152.23",83.75,--,--,"166,934.63","7,703.29","1,995,466.89","157,309.14",--,--,--,--,--,"358,503.48",--,"347,302.86","57,888.70","101,084.28",--,"3,192,277.01","9,924,152.23","1,082,848.11","3,458.44","896,625.16","1,804,452.53","513,645.71",--,"92,840.01","155,805.63","12,397.30","1,216.54","232,999.25",--,--,--,"343,190.46","1,026,943.46","6,166,422.60","218,090.28","15,516.63",--,--,865.70,"2,412.43","9,200.90",--,"11,540.49","257,626.42","6,424,049.02","100,000.00","300,568.96",--,--,--,"6,643.91",--,"1,151,217.18","1,527,233.97","1,972,869.25","3,500,103.22","9,924,152.23",000333
2014-12-31,"748,287.53",--,"16,251.38","1,709,723.34","936,210.28","141,447.05",--,"4,594.32","118,076.75",--,"1,502,003.03",--,--,--,--,"2,659,389.25","8,642,707.46","594,080.05","165,549.47",--,--,"95,187.44","17,163.49","1,952,181.41","66,188.23",--,--,--,--,--,"343,195.81",--,"293,179.14","75,857.61","377,998.76",--,"3,386,501.35","12,029,208.82","607,087.90",--,"1,264,849.70","2,013,745.45","399,254.05",--,"219,977.70","328,015.07","2,291.22","9,379.90","122,354.88",--,--,--,"61,190.00","2,277,893.61","7,314,284.91","1,920.50","15,302.63",--,--,"85,182.55","2,557.38","2,591.72","34,223.59",--,"141,778.38","7,456,063.29","421,580.85","1,302,488.32",--,"-77,429.88",--,"118,979.13",--,"2,181,431.57","3,947,049.98","626,095.54","4,573,145.52","12,029,208.82",000333
2014-09-30,"980,787.30","22,609.16",--,"1,834,312.02","1,047,185.22","187,196.77",--,"5,101.84","81,815.79",--,"1,097,097.49",--,--,--,--,"2,280,224.45","8,317,005.53","743,377.00","84,462.73",--,--,"93,007.17","19,684.46","1,959,097.61","52,802.82",--,--,--,--,--,"346,952.99",--,"293,100.36","62,812.33","353,360.70",--,"3,265,281.16","11,582,286.69","1,091,468.87","7,334.72","686,806.14","1,833,044.22","581,632.41",--,"160,151.71","238,708.99","5,178.81","25,665.77","152,767.56",--,--,--,"69,855.22","2,180,459.33","7,036,090.14","2,291.34","16,092.91",--,--,"85,634.11","2,699.03","6,630.69",--,"15,366.46","128,714.54","7,164,804.68","421,580.85","1,300,536.78",--,"-15,144.57",--,"56,954.43",--,"2,088,529.87","3,808,800.83","608,681.18","4,417,482.01","11,582,286.69",000333
2014-06-30,"1,757,023.82","8,704.66",--,"1,804,167.34","1,273,309.00","189,486.96",--,"5,407.29","121,472.30",--,"1,005,601.58",--,--,--,--,"1,849,145.44","8,539,998.57","495,547.53",100.75,--,--,"177,406.99","14,014.36","1,982,975.60","41,834.49",--,--,--,--,--,"347,866.49",--,"293,100.36","66,196.10","345,462.08",--,"3,268,957.21","11,808,955.78","1,831,355.46","12,614.44","575,928.93","1,886,981.39","417,592.55",--,"139,456.72","279,233.71","8,878.96","29,271.28","136,148.88",--,--,--,"27,592.78","2,066,699.05","7,414,781.71","68,248.64","15,819.16",--,--,"72,041.85","2,602.71","5,300.25",--,"14,351.06","178,363.68","7,593,145.39","421,580.85","1,276,084.76",--,--,--,"56,954.43",--,"1,854,247.52","3,572,751.08","643,059.31","4,215,810.39","11,808,955.78",000333
2014-03-31,"2,757,915.29","9,334.44",--,"1,794,929.22","1,550,065.59","195,779.66",--,"5,421.84","86,969.12",--,"1,205,439.08",--,--,--,--,"48,669.70","8,139,758.99","450,735.83",102.63,--,--,"176,192.38","20,098.23","1,981,400.47","56,322.32",--,--,--,--,--,"348,733.39",--,"293,100.36","65,792.95","295,840.43",--,"3,237,583.15","11,377,342.14","1,563,464.00","12,572.83","657,610.73","2,125,459.21","383,069.21",--,"110,009.12","262,028.57","4,353.94","1,075.84","185,446.35",--,--,--,"57,648.20","1,615,217.25","6,998,621.32","81,495.59","15,545.41",--,--,"88,278.47","2,396.22","6,252.53",--,"14,264.41","208,232.62","7,206,853.94","168,632.34","1,532,681.86",--,--,--,"56,954.43",--,"1,784,383.83","3,512,156.64","658,331.57","4,170,488.21","11,377,342.14",000333
2015-12-31,"1,291,002.20",--,"15,882.20","1,288,915.10","1,037,171.80","98,862.50",--,--,"110,133.90",--,"1,044,893.70",--,--,--,--,"3,382,758.00","9,336,770.60","660,870.50","328,995.40",--,--,"288,827.40","15,080.30","1,872,988.10","95,476.10",--,--,--,--,--,"339,240.20",--,"239,306.60","78,135.90","222,399.90","66,973.00","3,547,422.90","12,884,193.50","392,093.30",--,"1,707,852.00","1,744,868.40","561,636.10",--,"222,933.20","160,718.10",934.30,"11,885.10","113,930.60",--,--,--,--,"2,209,817.70","7,200,384.90","9,006.10",--,--,--,50.00,"3,889.30","4,046.40","47,935.20","15,719.40","80,646.40","7,281,031.30","426,683.90","1,451,119.00",--,"-107,115.10",--,"184,652.30","11,862.40","2,952,982.70","4,920,185.20","682,977.00","5,603,162.20","12,884,193.50",000333
2015-09-30,"1,049,206.14",--,"23,314.16","2,581,787.08","1,077,123.59","172,385.82",--,"1,238.43","204,009.31",--,"856,532.21",--,--,--,--,"3,158,198.61","9,937,957.61","603,702.92","399,894.99",--,--,"95,615.03","13,883.81","1,863,144.02","80,667.08",--,--,--,--,--,"333,785.89",--,"294,859.45","76,360.19","300,542.97","37,915.68","3,496,669.11","13,434,626.72","525,575.81",--,"2,373,432.65","1,712,003.78","364,965.33",--,"166,789.03","254,897.75",673.71,"19,470.46","100,906.59",--,--,--,--,"2,379,445.88","7,973,579.57",741.68,--,--,--,"11,631.12","2,393.82","2,285.85","36,931.53",--,"53,984.00","8,027,563.57","426,571.45","1,456,092.81",--,"-94,567.38",--,"118,979.13","4,051.69","2,857,004.30","4,768,132.00","638,931.15","5,407,063.15","13,434,626.72",000333
2015-06-30,"1,644,623.95",--,"1,433.91","2,622,937.87","1,361,707.56","181,379.51",--,"5,351.28","122,791.58",--,"1,020,985.32",--,--,--,--,"2,710,913.76","10,760,984.72","886,416.86","225,772.20",--,--,"90,615.58","14,684.58","1,885,746.70","67,374.67",--,--,--,--,--,"326,536.81",--,"295,761.95","80,368.82","418,137.46","12,285.22","3,417,284.00","14,178,268.71","1,034,660.54",--,"2,278,799.22","1,927,083.83","286,818.61",--,"148,633.97","412,494.25","3,969.34","29,279.56","112,080.00",--,--,--,--,"2,597,810.23","8,862,487.57","1,057.52","15,850.13",--,--,"11,631.12","2,598.00","2,552.58","37,149.25",--,"70,838.60","8,933,326.17","429,012.26","1,531,173.84",--,"-55,954.07",--,"118,979.13","4,051.69","2,588,211.29","4,615,474.15","629,468.39","5,244,942.54","14,178,268.71",000333
