,货币资金,交易性金融资产,衍生金融资产,应收票据,应收账款,预付款项,应收利息,应收股利,其他应收款,买入返售金融资产,存货,划分为持有待售的资产,一年内到期的非流动资产,待摊费用,待处理流动资产损益,其他流动资产,流动资产合计,发放贷款及垫款,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产净额,在建工程,工程物资,固定资产清理,生产性生物资产,公益性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,交易性金融负债,应付票据,应付账款,预收款项,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,预提费用,一年内的递延收益,应付短期债券,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,长期应付职工薪酬,专项应付款,预计非流动负债,递延所得税负债,长期递延收益,其他非流动负债,非流动负债合计,负债合计,实收资本(或股本),资本公积,减：库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未分配利润,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,stock_code
2015-06-30,"2,662,093.35",--,--,"1,490,488.28","679,933.50","85,637.40","23,247.80","5,452.45","42,001.49",--,"628,777.41",--,--,--,--,"31,123.04","5,648,754.73",--,"315,549.22",--,--,"379,000.76","3,033.73","748,453.85","126,634.38",--,"3,403.15",--,--,--,"117,237.43","9,269.65","42,857.15","10,901.40","100,696.21","35,927.47","1,892,964.40","7,541,719.13","114,501.25",--,"1,248,378.50","1,388,497.55","340,997.12",--,"91,246.48","47,336.83","2,337.90","29,141.96","555,966.28",--,--,--,"1,603.54",--,"3,820,007.40","1,290.00","104,077.14",665.33,--,--,"209,314.43","15,824.82","14,731.69","4,907.21","350,810.62","4,170,818.03","304,612.51","366,631.72",629.10,"70,518.55",--,"202,410.55",--,"1,548,436.82","2,491,981.06","878,920.04","3,370,901.11","7,541,719.13",600690
2015-03-31,"2,894,147.27",--,--,"1,403,374.42","678,497.01","86,061.05","22,213.48","5,452.45","37,836.50",--,"731,127.35",--,--,--,--,"41,324.01","5,900,033.54",--,"289,886.91",--,--,"360,079.94","3,051.77","736,353.33","125,451.18",--,"2,986.26",--,--,--,"97,599.80","9,269.65","43,445.31","9,884.51","93,800.01","72,807.70","1,844,616.37","7,744,649.91","180,139.33",--,"1,330,926.55","1,390,412.22","404,605.99",--,"92,328.25","96,711.29","1,547.79","14,730.76","718,053.91",--,--,--,--,--,"4,229,456.09","3,190.00","182,462.77","2,866.83",--,--,"203,740.85","11,686.32","14,756.56","18,907.21","437,610.56","4,667,066.64","304,612.51","348,020.03",629.10,"46,701.61",--,"202,410.55",--,"1,383,484.32","2,284,599.93","792,983.33","3,077,583.26","7,744,649.91",600690
2016-12-31,"2,350,463.41","8,043.24",--,"1,379,656.12","1,224,724.41","57,854.34","13,531.98","10,164.89","118,041.81",--,"1,523,794.24",--,--,--,--,"265,344.46","6,951,618.90",--,"155,587.87",--,--,"1,105,781.96","3,460.04","1,553,904.69","176,987.51",--,"5,580.88",--,--,--,"724,242.05","91,328.38","2,100,412.31","11,577.36","159,200.94","85,846.14","6,173,910.13","13,125,529.03","1,816,553.19",234.02,"1,240,488.98","2,059,420.33","573,473.29",--,"240,438.05","162,046.31","3,057.03","14,869.05","936,301.56",--,--,--,"296,680.85","1,722.86","7,345,285.51","1,553,080.13",--,"11,578.34","120,651.09",--,"231,011.94","13,324.31","34,282.56","58,278.51","2,022,206.89","9,367,492.39","609,763.07","8,338.32",104.20,"56,623.89",--,"207,411.86",--,"1,754,439.60","2,636,472.54","1,121,564.10","3,758,036.64","13,125,529.03",600690
2016-09-30,"1,986,721.99",--,--,"1,326,550.26","1,179,267.78","80,175.06","11,997.96","5,452.45","91,841.74",--,"1,270,608.96",--,"1,700.00",--,--,"148,066.10","6,102,382.29",--,"155,351.79",--,--,"1,081,263.51","3,413.35","1,542,717.92","176,043.14",--,"5,578.99",--,--,--,"698,371.63","90,322.39","2,037,049.20","8,510.06","102,785.13","58,444.31","5,959,851.43","12,062,233.72","1,038,045.20","9,908.56","967,186.00","2,045,628.28","314,529.43",--,"203,089.85","132,414.50","24,219.72","12,523.21","905,303.82",--,--,--,"338,112.61",--,"5,990,961.18","2,101,251.14",--,"10,088.18","133,530.74",--,"218,540.02","10,992.34","25,826.86",--,"2,500,229.27","8,491,190.46","609,763.07","8,338.32",114.68,"56,242.88",--,"200,845.81",--,"1,631,189.70","2,506,265.09","1,064,778.16","3,571,043.26","12,062,233.72",600690
2016-06-30,"2,193,667.70",56.23,--,"1,082,449.38","1,309,319.31","83,867.62","8,975.31","13,139.34","80,785.39",--,"1,325,483.26",--,"2,919.84",--,--,"144,148.21","6,244,811.60",--,"154,858.24",--,--,"961,974.97","1,183.85","1,581,611.60","151,084.55",--,"5,580.88",--,--,--,"700,112.23","83,462.71","2,023,107.92","9,054.34","101,166.72","53,514.90","5,826,712.91","12,071,524.51","1,035,980.43","17,980.37","1,131,700.22","2,193,422.25","283,175.39",--,"150,401.42","108,863.81","8,424.74","28,629.67","815,374.72",--,--,--,"335,140.04",--,"6,109,093.07","1,996,988.99",--,"10,404.70","128,758.17",--,"215,735.77","11,422.81","26,406.88",--,"2,389,717.33","8,498,810.40","610,510.39","8,338.32","3,020.78","24,651.20",--,"200,911.00",--,"1,710,252.88","2,551,643.02","1,021,071.08","3,572,714.10","12,071,524.51",600690
2016-03-31,"2,549,837.01",37.12,--,"1,240,277.06","618,338.83","72,245.88","18,593.60","6,082.33","63,718.77",--,"803,140.65",--,--,--,--,"145,731.01","5,518,002.26",--,"146,620.63",--,--,"675,925.46","3,395.21","852,516.31","150,558.57",--,"6,995.28",--,--,--,"146,766.15","10,442.17","39,248.49","11,774.64","105,366.26","37,213.52","2,186,822.70","7,704,824.96","213,311.11","5,079.92","1,117,801.48","1,357,841.72","317,382.18",--,"97,131.94","146,013.22","2,884.00","13,341.84","659,979.11",--,--,--,"5,437.73",--,"3,936,204.24","29,575.82","110,810.00","10,557.11","3,544.07",--,"188,475.38","10,543.51","25,959.20",--,"379,465.09","4,315,669.34","610,510.39","8,338.32","3,020.78","24,280.43",--,"200,858.86",--,"1,539,938.14","2,380,905.35","1,008,250.28","3,389,155.63","7,704,824.96",600690
2017-12-31,"3,517,727.69","2,068.17",--,"1,303,308.35","1,244,800.48","59,069.37","20,363.75",452.45,"96,126.40",--,"2,150,352.48",--,--,--,--,"438,976.00","8,833,245.14",--,"141,535.43",--,--,"1,299,276.74","3,121.40","1,601,752.34","153,039.01",--,"5,580.88",--,--,--,"700,518.63","96,605.13","1,984,331.74","12,376.87","189,521.34","125,406.42","6,313,065.93","15,146,311.07","1,087,858.03",252.46,"1,637,869.97","2,565,401.37","583,355.28",--,"234,918.91","190,926.05","5,765.65","15,375.63","1,080,516.29",--,--,--,"285,032.50","2,172.92","7,689,445.05","1,603,649.28","621,108.84","10,602.00","89,816.07",--,"261,969.96","27,911.46","49,714.11","117,093.68","2,781,865.40","10,471,310.46","609,740.27","82,688.31",--,"-3,636.38",--,"210,305.78",--,"2,279,311.09","3,221,551.52","1,453,449.09","4,675,000.61","15,146,311.07",600690
2017-09-30,"3,216,140.56","2,309.93",--,"1,361,360.84","1,408,076.94","63,651.70","19,778.27",452.45,"116,277.30",--,"1,666,270.89",--,--,--,--,"349,248.20","8,203,567.07",--,"152,929.74",--,--,"1,219,957.90","3,182.91","1,546,794.04","193,816.35",--,"5,583.94",--,--,--,"700,566.76","96,426.54","2,011,818.54","8,057.68","192,930.24","109,234.18","6,241,298.83","14,444,865.90","1,241,889.10",111.35,"1,610,354.52","2,488,334.76","569,988.37",--,"203,417.08","182,156.41","19,929.66","17,149.44","1,118,826.55",--,--,--,"165,922.59","1,273.10","7,619,352.93","1,930,047.02",--,"11,356.78","89,233.47",--,"323,200.87","15,895.61","39,463.92","15,982.40","2,425,180.06","10,044,532.98","609,740.27","8,346.29",--,"26,822.67",--,"206,591.12",--,"2,169,003.48","3,020,503.84","1,379,829.09","4,400,332.92","14,444,865.90",600690
2017-06-30,"2,909,699.27","3,697.32",--,"1,235,138.40","1,476,194.05","74,247.46","14,626.86","13,139.33","108,832.00",--,"1,722,636.31",--,--,--,--,"267,633.40","7,825,844.41",--,"152,207.26",--,--,"1,140,960.39","3,300.15","1,541,520.74","198,582.29",--,"5,605.61",--,--,--,"711,132.00","94,731.42","2,052,754.26","8,582.95","163,991.92","78,172.36","6,151,541.34","13,977,385.75","1,198,579.56","7,057.35","1,550,857.98","2,483,526.64","414,976.12",--,"214,030.11","130,644.93","7,663.78","189,392.24","983,967.71",--,--,--,"170,096.33","2,094.63","7,352,887.37","1,969,013.20",--,"11,691.28","89,237.68",--,"240,488.58","16,313.06","39,047.94","5,076.94","2,370,868.68","9,723,756.05","609,763.07","31,545.45",104.20,"39,762.35",--,"207,411.86",--,"2,045,930.85","2,934,309.38","1,319,320.31","4,253,629.69","13,977,385.75",600690
2017-03-31,"2,719,061.98","4,135.79",--,"1,226,752.85","1,258,579.83","62,215.73","18,003.33","5,452.45","118,880.96",--,"1,675,201.82",--,--,--,--,"236,056.29","7,324,341.02",--,"154,217.58",--,--,"1,131,140.73","3,361.28","1,544,452.10","163,962.05",--,"5,745.63",--,--,--,"722,403.63","94,210.44","2,089,505.24","9,641.37","151,498.50","103,350.15","6,173,488.68","13,497,829.70","1,186,606.53","1,000.64","1,450,758.72","2,445,634.09","352,315.66",--,"230,525.45","154,315.46","19,113.67","14,869.22","864,120.99",--,--,--,"174,564.92","1,204.31","6,895,029.65","2,088,359.61",--,"11,534.65","98,243.53",--,"224,779.65","11,185.55","33,845.96","39,855.67","2,507,804.62","9,402,834.28","609,763.07","28,551.89",104.20,"58,382.02",--,"207,411.86",--,"1,928,315.95","2,832,320.60","1,262,674.82","4,094,995.42","13,497,829.70",600690
2018-09-30,"3,502,714.95",--,"3,449.80","1,441,486.09","1,746,972.07","67,177.98","30,799.70",465.66,--,--,"2,086,886.05","127,136.71",--,--,--,"580,300.13","9,704,231.38",--,"158,595.65",--,"24,898.45","1,346,629.02","3,130.84","1,687,506.62","348,690.73",--,--,--,--,--,"896,636.14","48,883.15","2,119,759.61","19,615.80","188,360.10","215,701.19","7,058,407.29","16,762,638.67","1,297,275.06",--,--,--,"369,864.46",--,"216,611.34","203,088.72","18,568.20","15,774.66",--,--,--,--,"281,587.75","4,014.69","8,580,183.88","1,690,570.23","666,799.04","10,515.88",--,--,"298,355.96","21,596.64","65,040.70","283,096.32","3,035,974.77","11,616,158.66","609,740.27","82,688.31",--,"87,847.68",--,"200,568.51",--,"2,543,602.14","3,567,589.37","1,578,890.65","5,146,480.01","16,762,638.67",600690
2018-06-30,"3,346,793.68",--,"4,094.77","1,220,813.86","1,690,619.07","66,290.03","24,191.14",466.09,"86,558.28",--,"2,250,629.57","123,386.66",--,--,--,"468,931.95","9,282,775.10",--,"155,845.57",--,--,"1,342,466.91","3,095.75","1,542,888.29","258,274.53",--,"5,586.47",--,--,--,"788,010.65","43,190.59","1,976,574.00","13,832.32","183,532.20","150,462.91","6,463,760.19","15,746,535.29","1,180,455.35",--,"1,937,274.14","2,820,451.92","348,557.87",--,"193,453.87","177,043.15","6,903.32","52,982.27","1,107,748.80",--,--,--,"310,830.61","2,347.49","8,168,143.37","1,295,839.23","634,806.91","10,033.74","95,508.19",--,"287,962.96","16,260.27","54,415.14","122,848.53","2,517,674.96","10,685,818.33","609,740.27","87,388.34",--,"27,030.62",--,"210,305.78",--,"2,549,117.68","3,526,725.15","1,533,991.82","5,060,716.96","15,746,535.29",600690
2018-03-31,"3,407,272.54","3,389.74",--,"1,242,013.15","1,583,330.39","60,335.02","25,571.64",452.45,"90,131.40",--,"2,285,050.96",--,--,--,--,"451,992.70","9,149,539.98",--,"137,872.49",--,--,"1,324,749.15","3,031.38","1,558,893.21","188,571.72",--,"5,580.88",--,--,--,"675,926.43","100,729.63","1,911,094.90","15,272.85","195,753.51","185,935.26","6,303,411.43","15,452,951.41","1,111,453.64","2,268.57","1,840,468.52","2,934,157.14","445,794.62",--,"184,156.16","257,656.92","14,323.56","15,896.52","997,060.17",--,--,--,"233,038.33","2,731.33","8,039,005.48","1,361,341.73","599,567.13","10,283.36","88,427.83",--,"263,177.97","18,782.38","52,545.90","134,495.82","2,528,622.12","10,567,627.60","609,740.27","82,759.85",--,"-28,182.07",--,"210,305.78",--,"2,469,768.86","3,387,535.14","1,497,788.67","4,885,323.81","15,452,951.41",600690
