,一、营业总收入,营业收入,二、营业总成本,营业成本,营业税金及附加,销售费用,管理费用,财务费用,资产减值损失,公允价值变动收益,投资收益,其中:对联营企业和合营企业的投资收益,汇兑收益,三、营业利润,加:营业外收入,减：营业外支出,其中：非流动资产处置损失,四、利润总额,减：所得税费用,五、净利润,归属于母公司所有者的净利润,少数股东损益,基本每股收益(元/股),稀释每股收益(元/股),七、其他综合收益,八、综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,stock_code
2011-06-30,"8,312,561.95","8,312,561.95","7,973,413.45","6,874,261.38","34,562.19","727,281.52","238,107.81","58,946.42","40,254.14","-1,028.09","28,424.98",--,--,"366,545.38","49,364.13","9,696.95",--,"406,212.56","83,622.79","322,589.77","154,897.60","167,692.16",--,--,--,--,--,--,000333
2011-03-31,"3,983,140.53","3,983,140.53","3,890,947.01","3,304,438.91","17,967.27","377,430.56","136,307.02","28,483.79","26,319.46","5,870.86","13,176.66",--,--,"111,241.04","34,359.06","1,683.84",--,"143,916.27","25,679.27","118,236.99","52,005.98","66,231.01",--,--,--,--,--,--,000333
2012-12-31,"10,265,111.10","10,259,811.05","9,619,852.25","7,944,903.59","57,791.31","938,986.85","592,578.08","80,704.78","4,887.64","1,775.29","53,451.82","4,386.47",--,"700,485.96","92,692.94","22,227.80","13,454.59","770,951.10","156,862.13","614,088.96","325,929.09","288,159.87",3.2600,3.2600,"-26,993.77","587,095.19","320,863.69","266,231.50",000333
2012-09-30,"8,189,914.77","8,173,525.14","7,640,502.65","6,380,220.03","42,453.52","760,667.97","368,446.27","69,415.60","19,299.26","-16,005.51","37,889.37",--,--,"571,295.98","60,805.17","9,415.78",--,"622,685.37","124,005.85","498,679.52","255,782.27","242,897.26",--,--,--,--,--,--,000333
2012-06-30,"5,793,272.72","5,782,357.84","5,404,470.31","4,541,027.96","26,525.74","505,307.41","253,539.60","49,612.25","28,457.36","-12,271.88","26,919.65",--,--,"403,450.17","28,636.45","7,237.33",--,"424,849.30","88,023.50","336,825.80","174,121.65","162,704.16",--,--,--,--,--,--,000333
2012-03-31,"2,631,046.68","2,628,019.82","2,471,249.72","2,078,751.04","10,976.15","223,565.50","140,647.64","7,369.47","9,939.92","-2,532.29","10,573.30",--,--,"167,837.97","8,287.97","2,605.26",--,"173,520.67","34,594.37","138,926.30","62,022.53","76,903.78",--,--,--,--,--,--,000333
2013-12-31,"12,126,518.00","12,097,500.31","11,348,577.41","9,281,806.31","60,993.26","1,243,234.39","673,345.63","56,422.05","12,271.55","54,626.60","99,797.90","3,726.54",--,"932,365.08","100,522.43","31,710.31","19,811.95","1,001,177.20","171,427.56","829,749.64","531,745.81","298,003.84",4.3300,4.3300,"-16,740.13","813,009.51","530,926.03","282,083.48",000333
2013-09-30,"9,377,881.86","9,374,672.97","8,708,322.96","7,191,964.57","48,772.46","906,480.16","476,470.98","63,108.01","21,526.79","39,707.26","63,527.28",732.77,--,"772,793.45","64,115.84","19,732.74","11,284.53","817,176.54","141,701.81","675,474.73","401,803.44","273,671.29",3.7300,3.7300,"-16,988.77","658,485.97","398,473.81","260,012.15",000333
2013-06-30,"6,600,663.30","6,593,947.91","6,126,044.80","5,081,856.38","34,487.17","613,425.26","315,797.86","62,136.29","18,341.83","33,131.99","43,747.56",--,--,"551,498.05","35,467.55","14,776.23",--,"572,189.36","98,005.27","474,184.10","264,683.46","209,500.63",2.6500,2.6500,--,--,--,--,000333
2013-03-31,"3,159,914.77","3,156,592.34","2,959,256.52","2,425,542.91","13,146.44","314,212.45","162,522.09","23,893.52","19,939.11","11,188.21","14,795.80",--,--,"226,642.25","13,074.77","4,891.26",--,"234,825.77","40,312.34","194,513.43","102,153.54","92,359.89",--,--,--,--,--,--,000333
2014-12-31,"14,231,096.70","14,166,817.52","12,971,879.50","10,566,968.65","80,959.62","1,473,391.74","749,825.51","25,132.69","34,981.82","-65,279.05","151,112.22","9,473.91",--,"1,345,050.37","105,706.92","51,688.83","27,039.13","1,399,068.46","234,435.59","1,164,632.87","1,050,222.03","114,410.84",2.4900,2.4900,"-59,646.48","1,104,986.39","1,000,765.13","104,221.26",000333
2014-09-30,"10,958,893.77","10,908,415.79","9,843,737.42","8,148,147.94","62,111.11","1,076,177.24","508,344.24","-1,169.86","25,703.52","-59,863.78","83,938.82","4,919.01",--,"1,139,231.40","70,647.07","22,370.26","17,512.72","1,187,508.22","203,561.09","983,947.12","895,295.63","88,651.49",2.1200,2.1200,"-33,854.67","950,092.45","864,510.72","85,581.73",000333
2014-06-30,"7,770,821.84","7,733,085.18","6,901,827.93","5,734,328.33","44,682.78","762,368.01","334,932.44","-28,855.37","35,143.64","-78,835.37","42,644.71","3,497.74",--,"832,803.25","55,342.31","13,311.20","9,979.14","874,834.35","153,071.55","721,762.81","661,013.28","60,749.53",1.5700,1.5700,"-39,120.62","682,642.19","618,586.94","64,055.24",000333
2014-03-31,"3,853,325.64","3,835,111.01","3,461,605.42","2,868,993.93","21,527.25","371,041.78","162,189.11","-4,413.93","35,377.66","-77,607.51","27,293.06","1,945.46",--,"341,405.78","12,209.92","8,111.17","6,218.24","345,504.53","59,439.03","286,065.50","253,884.91","32,180.59",1.5100,1.5100,"-23,456.43","262,609.07","227,412.11","35,196.96",000333
2015-12-31,"13,934,712.40","13,844,122.60","12,652,313.10","10,266,281.80","91,133.00","1,479,976.90","744,175.50","13,893.20",476.60,"8,161.10","201,126.90","42,074.40",--,"1,491,687.30","170,703.90","57,255.80","28,716.70","1,605,135.40","242,669.90","1,362,465.50","1,270,672.50","91,793.00",2.9900,2.9900,"-46,946.30","1,315,519.20","1,240,987.30","74,531.90",000333
2015-09-30,"11,203,385.49","11,137,441.57","10,058,280.19","8,211,245.14","73,724.34","1,159,855.51","549,610.61","10,087.49","8,784.40","4,576.61","159,382.05","7,808.08",--,"1,309,063.96","122,438.38","18,452.53","13,844.71","1,413,049.81","230,199.42","1,182,850.39","1,101,210.27","81,640.13",2.6000,2.5900,"-33,508.33","1,149,342.07","1,084,072.77","65,269.29",000333
2015-06-30,"8,287,507.04","8,250,914.38","7,363,241.24","5,987,890.57","56,863.58","898,609.94","360,475.71",-77.76,"27,683.22","-21,746.40","118,120.49","4,312.65",--,"1,020,639.89","65,059.14","10,041.64","7,744.46","1,075,657.39","180,800.63","894,856.76","832,412.26","62,444.50",1.9700,1.9600,"12,352.55","907,209.31","853,888.08","53,321.23",000333
2015-03-31,"4,257,442.54","4,242,671.40","3,887,882.08","3,104,158.08","32,986.99","536,307.74","160,766.16","19,578.30","24,160.47","15,358.05","52,779.05","1,520.87",--,"437,697.56","9,416.90","4,351.80","2,631.21","442,762.66","77,683.68","365,078.97","334,213.48","30,865.49",0.7900,0.7900,-251.06,"364,827.91","343,520.86","21,307.05",000333
2016-12-31,"15,984,170.10","15,904,404.10","14,380,906.30","11,561,543.70","107,711.90","1,767,845.10","962,077.70","-100,597.90","38,081.20","11,737.60","128,596.10","16,590.40",--,"1,743,597.50","181,900.90","34,038.10","17,266.30","1,891,460.30","305,269.10","1,586,191.20","1,468,435.70","117,755.50",2.2900,2.2800,"118,821.50","1,705,012.70","1,576,863.30","128,149.40",000333
2016-09-30,"11,707,794.90","11,637,841.70","10,249,800.70","8,382,802.70","66,279.40","1,234,142.40","598,108.00","-91,316.50","21,183.30","-48,808.90","118,347.30","29,508.20",--,"1,527,532.60","125,877.80","19,391.40","7,313.60","1,634,019.00","258,820.20","1,375,198.80","1,280,799.30","94,399.50",2.0000,1.9900,"53,896.40","1,429,095.20","1,327,324.70","101,770.50",000333
2016-06-30,"7,800,751.60","7,752,228.70","6,681,841.30","5,486,616.00","46,776.20","818,517.80","369,005.90","-90,526.10","25,181.00","-52,508.90","71,408.20","20,074.20",--,"1,137,809.60","90,327.20","10,379.90","3,214.90","1,217,756.90","194,667.10","1,023,089.80","949,649.30","73,440.50",1.4800,1.4800,"134,726.20","1,157,816.00","1,077,320.70","80,495.30",000333
2016-03-31,"3,859,950.10","3,834,162.40","3,388,484.00","2,690,618.80","27,651.90","497,707.10","166,277.60","-28,208.30","21,153.60","-23,914.60","25,371.30","8,180.00",--,"472,922.80","29,267.60","2,150.60","1,253.70","500,039.80","83,363.10","416,676.70","390,725.20","25,951.50",0.9200,0.9100,"64,896.50","481,573.20","453,729.00","27,844.20",000333
2017-12-31,"24,191,889.60","24,071,230.10","22,473,459.20","18,046,055.20","141,642.80","2,673,867.30","1,478,023.60","81,594.90","26,911.20","-2,504.50","183,022.10","31,001.60",--,"2,162,785.40","46,720.40","24,028.40",--,"2,185,477.40","324,358.40","1,861,119.00","1,728,368.90","132,750.10",2.6600,2.6300,"-31,062.80","1,830,056.20","1,702,587.20","127,469.00",000333
2017-09-30,"18,776,443.50","18,694,886.60","17,234,471.80","13,955,948.90","107,602.60","1,995,415.00","1,043,015.70","85,275.90","25,409.30","-4,415.60","179,200.90","39,008.90",--,"1,824,307.00","108,919.80","49,292.80","9,323.90","1,883,934.00","273,794.00","1,610,140.00","1,499,817.50","110,322.50",2.3100,2.3000,"1,319.00","1,611,459.00","1,500,479.90","110,979.10",000333
2017-06-30,"12,496,361.60","12,445,006.50","11,396,361.80","9,305,108.10","75,477.10","1,240,477.00","683,295.80","34,661.40","40,609.70",-952.30,"119,945.20","28,713.40",--,"1,303,615.30","99,091.40","41,994.30","3,712.70","1,360,712.40","205,905.30","1,154,807.10","1,081,132.20","73,674.90",1.6700,1.6600,"2,632.20","1,157,439.30","1,082,100.40","75,338.90",000333
2017-03-31,"5,998,861.90","5,975,591.40","5,528,114.00","4,478,285.90","36,176.70","682,022.30","317,800.10","-18,336.40","22,756.40","-16,851.50","72,648.70","8,793.60",--,"526,545.10","38,785.60","6,347.40","1,588.90","558,983.30","90,396.80","468,586.50","435,258.70","33,327.80",0.6700,0.6700,"-17,964.40","450,622.10","416,189.10","34,433.00",000333
2018-09-30,"20,740,471.30","20,575,665.30","18,595,730.20","14,966,473.00","122,398.40","2,439,727.20","562,988.80","-172,775.60","23,708.60","-88,231.30","127,649.90","27,636.70",--,"2,277,655.10","22,696.40","7,909.80",--,"2,292,441.70","383,416.60","1,909,025.10","1,790,023.90","119,001.20",2.7200,2.6900,"-59,079.50","1,849,945.60","1,749,298.40","100,647.20",000333
2018-06-30,"14,373,591.60","14,262,383.70","12,834,184.90","10,388,143.80","84,765.00","1,689,250.30","723,452.00","-98,411.30","30,008.70","-61,392.80","91,262.40","18,724.50",--,"1,630,028.20","15,080.00","5,650.90",--,"1,639,457.30","261,488.20","1,377,969.10","1,293,684.60","84,284.50",1.9700,1.9400,"-58,637.90","1,319,331.20","1,253,695.90","65,635.30",000333
2018-03-31,"7,028,750.90","6,973,752.80","6,394,369.70","5,186,917.40","40,312.60","746,845.60","375,724.20","9,597.80","19,839.50","-11,846.70","31,793.80","7,551.50",--,"675,446.30","6,055.40","2,584.60",--,"678,917.10","114,337.60","564,579.50","525,623.10","38,956.40",0.8000,0.7900,"13,705.60","578,285.10","546,961.70","31,323.40",000333
