,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,收回投资所收到的现金,取得投资收益所收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,吸收投资收到的现金,其中：子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,其中：子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,四、汇率变动对现金及现金等价物的影响,五、现金及现金等价物净增加额,加:期初现金及现金等价物余额,六、期末现金及现金等价物余额,净利润,少数股东权益,未确认的投资损失,资产减值准备,固定资产折旧、油气资产折耗、生产性物资折旧,无形资产摊销,长期待摊费用摊销,待摊费用的减少,预提费用的增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,递延收益增加（减：减少）,预计负债,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,已完工尚未结算款的减少(减:增加),已结算尚未完工款的增加(减:减少),其他,经营活动产生现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,现金及现金等价物的净增加额,stock_code
2011-06-30,"2,865,744.34","32,420.80","179,605.99","2,957,410.11","1,901,020.22","180,809.73","273,740.18","399,934.58","2,392,596.73","564,813.38","107,426.89","7,525.70",129.48,--,"63,911.82","178,993.88","216,313.35",--,--,"2,627.12","218,940.47","-39,946.59",25.37,--,"477,750.63",--,--,"477,776.00","142,493.98","89,457.05",--,"340,662.42","572,613.45","-94,837.46","-6,262.82","423,766.52","671,051.51","1,094,818.03","222,622.81",--,--,"8,049.20","25,919.21","1,224.92",526.93,--,--,348.73,--,43.98,--,--,"-4,012.01",223.30,"-5,666.00",-450.24,"-71,763.52","1,051,979.25","-495,247.22",--,--,"-168,985.95","564,813.38",--,--,--,"1,094,818.03","671,051.51",--,--,"423,766.52",000651
2011-03-31,"1,690,253.50","10,190.90","65,043.56","1,651,368.05","1,014,382.38","93,556.79","81,962.07","385,990.87","1,334,617.03","316,751.03","107,426.89","6,272.11",4.55,--,"40,262.72","153,966.26","95,118.96",--,--,"1,132.23","96,251.19","57,715.08",--,--,"376,022.87",--,--,"376,022.87","77,482.40","1,196.00",--,"249,838.02","328,516.42","47,506.45","-2,042.68","419,929.88","671,051.51","1,090,981.38",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,090,981.38","671,051.51",--,--,"419,929.88",000651
2012-12-31,"7,007,712.07","132,255.82","320,667.73","7,555,168.01","4,044,615.78","448,636.23","516,251.55","467,093.46","5,714,293.38","1,840,874.63","100,556.73","4,729.29",46.92,--,690.25,"106,023.20","360,240.93","155,835.65",--,"11,199.02","527,275.59","-421,252.40","319,787.00",--,"376,301.76",--,"112,791.85","808,880.61","559,718.95","167,381.71",--,258.30,"727,358.96","81,521.65","2,022.02","1,503,165.89","633,882.78","2,137,048.67","744,592.80",--,--,"6,553.71","88,280.00","6,857.15","2,700.42",--,--,"1,233.30",--,"-24,688.48",--,--,"15,448.57","2,049.44","-122,880.55","11,361.09","23,484.76","-248,948.16","1,238,026.08",--,--,"96,804.53","1,840,874.63",--,--,--,"2,137,048.67","633,882.78",--,--,"1,503,165.89",000651
2012-09-30,"5,714,177.07","131,826.65","239,899.36","6,293,474.47","2,962,828.43","340,498.10","408,136.08","532,259.22","4,455,659.54","1,837,814.93",--,"3,813.55",49.06,--,--,"3,862.61","283,261.01","34,793.96",--,"9,088.87","327,143.85","-323,281.24","319,787.00",--,"236,607.27",--,--,"556,394.27","395,967.37","163,837.23",--,"1,990.33","561,794.93","-5,400.66","9,817.77","1,518,950.79","633,882.78","2,152,833.57",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000651
2012-06-30,"4,341,408.29","79,865.73","144,498.80","4,725,188.03","1,910,376.63","234,035.67","305,692.56","435,816.69","3,159,063.32","1,566,124.71",--,"3,813.55",46.86,--,--,"3,860.41","195,153.66","34,538.85",--,"7,028.85","236,721.35","-232,860.95","319,787.00",--,"170,645.16",--,"20,828.40","511,260.56","303,884.83","9,609.80",--,258.30,"313,752.93","197,507.63","-1,742.98","1,529,028.42","633,882.78","2,162,911.19","290,209.67",--,--,"10,845.41","37,962.24","1,909.34","1,183.27",--,--,724.53,--,-363.86,--,--,"9,198.67","3,295.47","-43,182.01","2,822.89","347,435.99","1,619,155.92","-541,785.35",--,--,"-173,287.46","1,566,124.71",--,--,--,"2,162,911.19","633,882.78",--,--,"1,529,028.42",000651
2012-03-31,"3,213,495.12","35,628.84","212,714.35","3,642,557.98","1,042,325.41","127,557.35","121,630.24","68,557.06","1,779,799.96","1,862,758.02",--,"3,454.01",40.41,--,--,"3,494.42","96,042.50","34,538.85",--,"2,457.87","133,039.22","-129,544.80","319,787.00",--,"50,429.31",--,"33,665.31","403,881.62","203,907.75","5,187.30",--,258.30,"209,353.36","194,528.26",42.46,"1,927,783.94","633,882.78","2,561,666.72",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000651
2013-12-31,"7,021,140.36","46,852.51","303,245.69","7,563,146.72","3,858,872.74","496,395.11","817,129.24","639,366.89","6,266,163.01","1,296,983.71","32,751.53","24,135.21",120.98,--,"43,439.74","100,447.46","246,146.72","70,406.80",--,"2,492.67","319,046.20","-218,598.74",--,--,"498,790.72",--,"199,670.07","698,460.78","623,384.49","317,474.01",--,--,"940,858.50","-242,397.72","-47,117.62","788,869.64","2,137,048.67","2,925,918.31","1,093,575.52",--,--,"19,239.30","114,575.55","4,910.78","3,529.74",--,--,176.03,--,"-99,056.36",--,--,"62,193.42","-71,733.72","-276,282.19","16,988.36","404,768.60","-1,518,180.55","1,912,855.96",--,--,"-370,576.71","1,296,983.71",--,--,--,"2,925,918.31","2,137,048.67",--,--,"788,869.64",000651
2013-09-30,"6,280,454.09","42,318.53","240,013.40","6,758,574.42","2,869,017.91","369,513.74","649,366.57","416,195.21","4,796,525.45","1,962,048.98","31,562.60","47,675.98",23.65,--,--,"79,262.24","189,315.29","69,372.56",--,"2,516.07","261,203.92","-181,941.68",--,--,"459,055.63",--,"248,712.68","707,768.31","604,226.79","313,875.44",--,--,"918,102.23","-210,333.91","-30,799.09","1,538,974.30","2,137,048.67","3,676,022.97",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000651
2013-06-30,"4,649,519.18","12,306.44","144,760.45","5,042,332.24","1,950,843.26","258,116.83","488,263.73","321,071.81","3,467,137.70","1,575,194.54","31,562.60","15,276.98",9.73,--,--,"46,849.30","155,176.30","69,202.48",--,"2,516.07","226,894.85","-180,045.54",--,--,"343,859.70",--,"28,790.27","372,649.97","433,600.08","7,042.17",--,--,"440,642.25","-67,992.28","-23,031.18","1,304,125.54","2,137,048.67","3,441,174.21","404,514.30",--,--,"16,893.26","54,642.37","2,246.79","2,020.33",--,--,59.27,--,"-44,050.62",--,--,"30,951.49","-19,453.15","-147,160.68","7,922.61","273,774.04","1,297,256.39","-273,666.05",--,--,"-30,755.81","1,575,194.54",--,--,--,"3,441,174.21","2,137,048.67",--,--,"1,304,125.54",000651
2013-03-31,"3,125,852.52","11,678.01","178,330.24","3,373,633.71","1,012,201.98","133,801.43","128,811.04","179,228.12","1,772,238.34","1,601,395.37","1,000.00","1,661.96",2.68,--,"2,973.50","5,638.14","120,908.47","36,669.88",--,"2,492.93","160,071.28","-154,433.14",--,--,"217,308.04",--,--,"217,308.04","239,902.41","3,453.13",--,"106,895.04","350,250.58","-132,942.54","-2,216.45","1,311,803.23","2,137,048.67","3,448,851.90",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000651
2014-12-31,"8,553,445.11","51,157.62","213,436.68","9,053,996.89","3,881,690.01","573,023.76","1,333,435.86","927,045.45","7,160,080.34","1,893,916.55","66,000.00","4,470.11",248.66,175.42,"66,106.53","137,000.73","177,730.86","233,049.99",--,"12,433.66","423,214.52","-286,213.79",--,--,"1,037,665.48",--,"23,562.01","1,061,227.49","780,068.31","467,590.56",--,--,"1,247,658.87","-186,431.39","3,457.43","1,424,728.80","2,925,918.31","4,350,647.11","1,425,295.48",--,--,"39,841.72","127,571.39","5,499.61","2,615.49",--,--,"1,360.43",--,"138,155.16",--,--,"28,316.34","-72,436.44","-251,155.64","-7,812.07","457,161.66","-597,929.48","796,660.44",--,--,"-199,227.54","1,893,916.55",--,--,--,"4,350,647.11","2,925,918.31",--,--,"1,424,728.80",000651
2014-09-30,"6,937,144.98","50,312.94","193,192.45","7,366,624.74","2,754,210.61","426,162.49","1,064,951.23","659,813.22","5,179,810.43","2,186,814.32","41,175.21","2,825.08",166.70,--,"49,410.28","93,577.27","140,887.56","68,987.00",--,--,"209,874.56","-116,297.29",--,--,"833,820.82",--,"21,468.22","855,289.04","574,362.17","460,481.56",--,--,"1,034,843.73","-179,554.69","16,661.75","1,907,624.10","2,925,918.31","4,833,542.40",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000651
2014-06-30,"5,204,299.79","35,212.75","96,159.29","5,415,381.90","1,685,315.43","295,757.12","840,888.62","423,957.47","3,484,840.69","1,930,541.21","9,000.00","1,690.64",19.32,--,"31,233.86","41,943.82","75,466.29","33,987.00",--,--,"109,453.29","-67,509.48",--,--,"745,130.12",--,"41,815.48","786,945.60","451,708.03","459,001.61",--,--,"910,709.65","-123,764.05","17,922.27","1,757,189.95","2,925,918.31","4,683,108.26","577,291.26",--,--,"19,071.82","60,723.53","2,546.00","1,466.09",--,--,742.06,--,"128,305.58",--,--,"-14,133.31","-32,603.34","-103,209.86","-15,761.61","67,261.85","2,217,324.01","-768,249.67",--,--,"-210,233.22","1,930,541.21",--,--,--,"4,683,108.26","2,925,918.31",--,--,"1,757,189.95",000651
2014-03-31,"3,586,869.37","15,384.20","166,506.29","3,860,546.68","841,093.02","146,755.79","307,104.20","140,044.06","1,748,577.78","2,111,968.90","4,000.00","1,664.64",2.78,--,"23,546.75","29,214.17","44,016.83","8,997.00",--,--,"53,013.83","-23,799.65",--,--,"189,842.84",--,"26,004.46","215,847.30","205,947.22","3,651.07",--,--,"209,598.29","6,249.00","14,755.60","2,109,173.85","2,925,918.31","5,035,092.16",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000651
2015-12-31,"11,091,832.09","123,732.70","468,264.02","11,879,650.81","4,254,125.53","559,051.44","1,377,388.72","1,043,518.51","7,441,812.63","4,437,838.18","95,000.00","8,464.33",122.88,--,"14,343.59","117,930.80","288,451.31","283,266.33",--,"17,528.64","589,246.28","-471,315.49",--,--,"1,009,692.70",--,"125,748.50","1,135,441.20","951,242.35","952,501.04",--,--,"1,903,743.40","-768,302.20","187,634.08","3,385,854.57","4,350,647.11","7,736,501.68","1,262,373.26",--,--,"8,631.80","124,460.33","5,894.23","1,418.15",--,--,807.90,--,"101,032.25",--,--,"-72,854.13","-9,665.49","-52,622.38","-1,759.39","-90,222.17","3,438,764.25","-111,151.28",--,--,"-167,269.14","4,437,838.18",--,--,--,"7,736,501.68","4,350,647.11",--,--,"3,385,854.57",000651
2015-09-30,"8,107,830.09","94,863.99","292,440.99","8,660,777.45","2,557,091.96","433,545.75","1,245,982.11","662,786.73","4,963,240.94","3,697,536.50","95,000.00","7,478.38",76.12,--,"16,039.07","118,593.57","214,306.26","224,490.30",--,"14,187.86","452,984.43","-334,390.85",--,--,"718,874.17",--,"125,901.63","844,775.80","329,566.58","915,522.64",--,--,"1,245,089.21","-400,313.42","120,035.36","3,082,867.59","4,350,647.11","7,433,514.70",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000651
2015-06-30,"6,318,909.73","29,520.58","156,418.29","6,547,310.79","1,801,330.29","309,836.18","1,014,207.90","333,905.87","3,571,686.81","2,975,623.98","75,000.00","3,645.34",68.18,--,"10,752.89","89,466.42","158,058.20","193,911.53",--,"8,523.94","360,493.67","-271,027.25",--,--,"702,184.68",--,"133,156.20","835,340.88","168,269.33","8,853.47",--,--,"177,122.80","658,218.08","-5,289.08","3,357,525.73","4,350,647.11","7,708,172.84","576,792.86",--,--,"16,225.84","63,249.54","2,904.05",797.06,--,--,509.22,--,"-30,804.83",--,--,"24,015.18","-8,873.78","-83,405.66","-3,046.48","-105,588.42","2,735,789.05","-205,179.20",--,--,"-7,760.44","2,975,623.98",--,--,--,"7,708,172.84","4,350,647.11",--,--,"3,357,525.73",000651
2015-03-31,"4,069,193.56","14,485.71","231,295.12","4,415,255.10","770,603.29","162,667.44","414,406.59","296,895.21","2,099,372.27","2,315,882.84","10,000.00","1,990.15",19.73,--,"4,193.40","16,203.28","103,818.86","48,000.00",--,"12,770.14","164,589.00","-148,385.72",--,--,"243,047.05",--,"78,665.98","321,713.02","104,727.62","2,335.52",--,--,"107,063.15","214,649.88","5,714.47","2,387,861.46","4,350,647.11","6,738,508.57",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000651
2016-12-31,"6,989,662.13","113,933.77","293,882.62","7,551,543.59","4,047,878.38","565,704.62","1,133,389.88","837,152.49","6,065,548.38","1,485,995.21","314,228.96","26,472.85","2,719.64",--,650.00,"344,071.44","327,693.60","149,640.37",--,"1,791,392.74","2,268,726.71","-1,924,655.27",--,--,"1,238,241.32",--,"211,052.29","1,449,293.62","1,105,415.68","918,006.76",--,"1,027.19","2,024,449.63","-575,156.02","409,450.40","-604,365.68","7,736,501.68","7,132,136.00","1,552,463.49",--,--,-99.16,"173,464.53","7,330.75",872.27,--,--,"1,224.51",--,"-109,333.21",--,--,"-324,596.17","222,135.63","-90,985.74","8,755.21","42,152.18","-523,003.90","472,368.11",--,--,"53,246.71","1,485,995.21",--,--,--,"7,132,136.00","7,736,501.68",--,--,"-604,365.68",000651
2016-09-30,"5,500,364.13","83,315.62","223,542.06","5,952,982.78","2,833,982.25","401,910.90","904,873.81","707,447.22","4,536,756.42","1,416,226.36","304,465.70","13,658.02","2,771.06",--,--,"320,894.77","220,137.53","60,041.95",--,"203,655.13","483,834.61","-162,939.84",--,--,"950,259.00",--,"264,482.18","1,214,741.18","815,483.08","914,272.28",--,--,"1,729,755.36","-515,014.18","260,182.07","998,454.41","7,736,501.68","8,734,956.09",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000651
2016-06-30,"3,770,736.03","40,942.09","148,146.33","4,090,951.68","1,660,895.89","266,956.26","660,426.96","429,774.41","2,945,464.59","1,145,487.09","119,800.00","7,061.58","2,741.30",--,--,"129,602.88","155,026.60","60,000.00",--,"92,904.28","307,930.88","-178,327.99",--,--,"338,768.79",--,"178,189.79","516,958.59","494,616.22","7,579.01",--,--,"502,195.23","14,763.36","229,611.04","1,211,533.50","7,736,501.68","8,948,035.18","644,661.26",--,--,"23,998.77","85,979.69","3,474.83","1,193.23",--,--,82.59,--,"23,733.76",--,--,"-224,479.32","96,554.08","-214,780.72","-4,357.35","390,297.50",-61.07,"346,037.42",--,--,"-26,847.57","1,145,487.09",--,--,--,"8,948,035.18","7,736,501.68",--,--,"1,211,533.50",000651
2016-03-31,"2,190,804.25","33,289.29","111,015.50","2,350,585.71","833,207.99","138,608.68","267,504.35","551,414.84","1,738,823.72","611,761.99","98,000.00","4,648.45",20.76,--,--,"102,669.21","88,384.59","20,000.00",--,"17,091.38","125,475.98","-22,806.77",--,--,"188,465.81",--,"117,706.89","306,172.71","285,569.99","5,128.15",--,--,"290,698.14","15,474.56","83,459.65","687,889.43","7,736,501.68","8,424,391.12",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000651
2017-12-31,"10,759,912.01","165,728.31","267,990.93","11,364,129.59","5,836,516.52","768,486.92","1,319,677.18","1,558,988.71","9,728,275.76","1,635,853.82","340,388.88","15,209.59",354.95,--,"44,324.44","400,277.86","242,480.70","1,241,973.22",--,"5,141,169.73","6,625,623.66","-6,225,345.80","9,049.00","9,049.00","2,161,016.28",--,"16,027.50","2,186,092.78","1,300,898.52","1,112,128.37",--,--,"2,413,026.89","-226,934.12","-179,802.74","-4,996,228.83","7,132,136.00","2,135,907.17","2,250,859.90",--,--,"26,378.70","194,793.98","8,470.39",35.58,--,--,102.23,744.07,-921.25,"-13,872.16",--,"153,276.63","-39,664.81","-115,539.78","12,893.47","-758,343.74","-784,417.11","971,007.52",--,--,"-269,949.81","1,635,853.82",--,--,--,"2,135,907.17","7,132,136.00",--,--,"-4,996,228.83",000651
2017-09-30,"8,302,909.29","134,396.20","235,956.49","8,877,644.06","5,170,324.56","574,585.66","1,064,772.39","1,227,797.41","8,303,753.94","573,890.11","196,800.00","11,968.01",322.08,--,"27,470.71","236,560.80","174,357.01","630,212.58",--,"206,500.71","1,011,070.30","-774,509.51",49.00,--,"1,698,139.59",--,"16,027.50","1,714,216.09","934,188.19","1,103,037.43",--,--,"2,037,225.63","-323,009.54","-168,964.53","-692,593.46","7,132,136.00","6,439,542.54",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,000651
2017-06-30,"5,232,039.80","76,442.50","116,647.72","5,649,392.01","3,286,728.74","380,841.56","764,543.23","701,219.05","5,285,678.04","363,713.97","81,800.00","6,210.30",197.38,--,"13,000.17","101,207.85","107,697.80","497,439.48",--,"239,695.87","844,833.15","-743,625.30",49.00,--,"1,098,804.90",--,427.50,"1,099,281.40","109,347.43","5,329.19",--,--,"114,676.63","984,604.78","-83,342.59","521,350.86","7,132,136.00","7,653,486.86","950,336.86",--,--,"29,313.94","85,356.37","4,060.26",115.84,--,--,560.80,--,"-4,081.87",--,--,"67,730.65","-16,403.56","-288,024.84","2,864.51","-433,192.63","152,928.80","23,690.98",--,--,"-211,542.16","363,713.97",--,--,--,"7,653,486.86","7,132,136.00",--,--,"521,350.86",000651
